score,match_type,bridge_classification,bridge_value,bridge_paths,native_value,layers,native_locations
155,exact,morph_candidate,bs_brow_NN_XMX_N_W,$.entries[60].morph,bs_brow_NN_XMX_N_W,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NN_XMX_R_A,$.entries[57].morph,bs_brow_NN_XMX_R_A,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NN_XMX_SL_SR,$.entries[59].morph,bs_brow_NN_XMX_SL_SR,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_SMX_B_F,$.entries[40].morph,bs_brow_NR_SMX_B_F,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_SMX_D_U,$.entries[38].morph,bs_brow_NR_SMX_D_U,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_SMX_N_W,$.entries[41].morph,bs_brow_NR_SMX_N_W,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_SMX_R_A,$.entries[39].morph,bs_brow_NR_SMX_R_A,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_XLX_B_F,$.entries[67].morph,bs_brow_NR_XLX_B_F,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_XLX_D_U,$.entries[65].morph,bs_brow_NR_XLX_D_U,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_XLX_N_W,$.entries[68].morph,bs_brow_NR_XLX_N_W,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_brow_NR_XLX_R_A,$.entries[66].morph,bs_brow_NR_XLX_R_A,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_SXX_B_F,$.entries[573].morph,bs_chin_NN_SXX_B_F,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_SXX_D_U,$.entries[571].morph,bs_chin_NN_SXX_D_U,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_SXX_N_W,$.entries[575].morph,bs_chin_NN_SXX_N_W,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_SXX_R_A,$.entries[572].morph,bs_chin_NN_SXX_R_A,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_SXX_SL_SR,$.entries[574].morph,bs_chin_NN_SXX_SL_SR,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_XXX_B_F,$.entries[568].morph,bs_chin_NN_XXX_B_F,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
155,exact,morph_candidate,bs_chin_NN_XXX_D_U,$.entries[566].morph,bs_chin_NN_XXX_D_U,skeletal,cache\cranium_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_controller_training.npz::headers.npy shape=[368] | cache\cranium_fce_3d_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_fce_head_features.npz::morph_skeletal.npy shape=[585] | cache\cranium_fce_landmark_training.npz::headers.npy shape=[373] | cache\cranium_fce_photo_bridge.npz::morph_skeletal.npy shape=[585] | cache\cranium_geometry_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_geometry_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_geometry_landmark_training.npz::headers.npy shape=[373] | cache\cranium_head_features.npz::headers_skeletal.npy shape=[232] | cache\cranium_head_features.npz::morph_skeletal.npy shape=[593] | cache\cranium_landmark_training.npz::headers.npy shape=[373]
